Age,Gender,Yrs DL,Points,NCD,Engine cc,Ins Group,Stored,Car Age,Claim
48,F,17,0,1,1400,6,Garage,2,No
58,M,18,0,1,1200,2,Garage,9,No
50,M,12,0,1,1400,4,Road,1,Yes
28,M,4,0,4,1400,6,Garage,1,No
34,M,8,0,1,1200,2,Garage,1,No
71,F,40,0,1,1400,5,Garage,17,Yes
20,M,3,4,1,1400,4,Garage,5,Yes
40,M,9,0,0,1200,2,Garage,1,No
35,F,10,0,2,1400,3,Garage,3,No
48,F,26,8,4,1200,6,Garage,3,Yes
63,M,7,0,0,1400,5,Road,19,Yes
50,M,12,0,4,1200,6,Garage,1,No
42,M,4,0,0,1200,2,Drive,2,No
33,M,7,0,0,1200,3,Garage,4,No
79,F,53,0,0,1200,5,Garage,17,Yes
78,F,23,8,1,1400,4,Garage,4,Yes
62,M,30,0,0,1200,4,Garage,1,No
39,M,1,0,1,1200,5,Garage,9,No
70,M,30,0,2,1800,5,Road,2,Yes
50,M,23,0,1,1200,4,Garage,6,No
70,F,6,8,4,1200,2,Garage,14,Yes
68,M,33,8,2,1400,6,Garage,18,Yes
45,F,5,0,3,1200,3,Garage,4,No
20,F,1,0,0,1200,2,Garage,6,No
30,M,11,4,1,1400,3,Garage,11,Yes
70,M,53,0,0,1400,4,Garage,9,Yes
52,F,12,0,4,1400,6,Drive,9,No
69,M,46,0,2,1200,5,Drive,9,Yes
52,F,24,4,0,1200,6,Road,13,Yes
62,F,30,0,1,1200,5,Drive,4,No
45,F,5,0,2,1600,5,Garage,14,No
21,F,3,0,0,1200,3,Garage,2,No
61,F,22,0,1,1200,3,Garage,2,No
24,F,7,0,4,1600,4,Garage,6,Yes
26,F,2,0,4,1800,6,Garage,4,No
71,F,52,0,4,1400,5,Drive,14,Yes
56,M,39,0,3,1400,5,Road,4,Yes
44,F,16,0,2,1200,2,Garage,17,No
47,F,25,0,2,1600,3,Garage,6,No
54,M,3,0,1,1400,2,Road,2,No
21,F,3,0,1,1200,5,Garage,9,No
30,F,3,0,4,1200,2,Garage,1,No
55,F,33,0,0,1200,2,Garage,16,No
64,M,25,0,0,1400,5,Garage,16,No
45,M,28,4,2,1200,5,Road,18,Yes
66,F,7,0,2,1800,6,Garage,5,Yes
52,F,34,0,1,1400,5,Garage,7,No
35,M,18,0,4,1400,2,Garage,18,No
51,F,17,0,3,1200,5,Garage,1,No
66,M,11,0,1,1200,4,Garage,11,No
64,M,46,0,2,1200,2,Road,6,No
78,M,48,0,1,1400,3,Road,1,Yes
76,F,16,0,2,1400,2,Garage,7,Yes
21,M,2,0,0,1200,6,Garage,2,Yes
65,M,46,0,1,1400,7,Garage,4,No
27,M,5,0,0,1600,7,Garage,18,Yes
50,F,19,0,4,1200,6,Road,2,Yes
46,F,13,0,0,1200,3,Road,1,No
53,M,23,0,4,1600,5,Road,18,Yes
52,F,23,0,4,1200,2,Garage,3,No
27,F,10,0,1,2000,8,Garage,9,No
71,M,52,0,1,1200,2,Road,3,No
70,F,24,0,0,1200,6,Garage,15,Yes
21,M,3,0,2,1400,6,Garage,6,Yes
58,M,14,0,3,1400,6,Garage,8,No
21,M,1,4,1,1200,5,Garage,1,Yes
77,M,35,0,3,1200,4,Drive,3,No
27,M,9,0,3,1200,2,Road,10,No
69,M,12,0,2,1600,2,Garage,7,No
41,M,10,0,1,1400,4,Road,1,Yes
41,F,2,0,4,1200,6,Garage,6,No
67,F,14,0,0,1400,2,Garage,7,Yes
41,F,12,0,2,1400,4,Garage,9,No
61,M,7,0,4,1200,6,Garage,9,No
19,M,2,0,0,1200,3,Road,2,Yes
36,F,9,8,1,1200,2,Garage,2,Yes
57,F,2,0,2,1600,6,Garage,1,No
49,F,11,0,2,1400,3,Garage,3,No
69,M,45,0,3,1200,6,Garage,4,No
34,M,17,0,2,1200,4,Road,19,Yes
32,M,10,0,0,1400,4,Garage,15,No
79,M,20,0,1,1400,7,Road,1,Yes
44,F,25,4,1,1800,7,Drive,9,Yes
30,M,8,0,0,1200,3,Road,14,No
78,F,31,8,4,1400,6,Road,16,Yes
60,M,12,0,0,1200,4,Garage,1,No
27,F,3,0,1,1200,3,Road,1,No
50,F,18,4,3,1200,2,Garage,3,Yes
46,M,24,0,0,1200,6,Garage,11,No
24,F,5,0,2,1400,3,Road,8,Yes
19,F,2,0,3,1200,5,Garage,4,No
38,F,2,0,2,1600,3,Garage,2,No
80,F,33,0,4,1400,3,Garage,2,Yes
60,F,38,0,1,1200,4,Garage,1,No
51,F,25,8,4,1400,4,Drive,6,Yes
18,F,1,0,3,1600,5,Road,1,Yes
50,F,8,0,2,1400,6,Garage,2,No
55,F,25,0,3,2000,6,Garage,2,Yes
28,F,4,4,2,1600,4,Road,3,Yes
55,F,7,0,4,1200,6,Garage,8,No
39,M,13,0,2,1200,5,Road,1,Yes
61,F,23,4,1,1400,4,Road,1,Yes
64,F,22,0,3,1200,2,Garage,3,No
37,M,10,0,1,1400,6,Garage,2,No
80,F,57,0,3,1200,2,Garage,1,Yes
68,M,28,0,0,1400,5,Garage,4,Yes
67,M,16,0,3,1800,5,Road,1,Yes
45,M,20,0,0,1200,3,Garage,4,No
20,M,3,0,3,1400,3,Garage,4,Yes
28,M,6,0,3,1200,4,Garage,2,No
48,F,14,0,3,1200,2,Road,15,No
69,F,11,0,2,1400,5,Drive,3,Yes
68,M,36,0,2,1200,6,Garage,2,No
54,F,22,0,2,1400,3,Garage,15,Yes
76,F,30,0,2,1200,4,Garage,12,Yes
26,F,4,4,0,1200,6,Garage,6,Yes
78,M,9,0,0,1200,5,Road,19,Yes
25,F,4,0,3,1400,4,Road,11,No
64,M,1,0,1,1800,7,Garage,13,Yes
56,F,23,0,4,1200,6,Garage,15,No
29,M,3,0,1,1200,2,Garage,16,No
63,F,1,0,0,1200,5,Garage,14,No
35,M,11,0,4,1200,6,Garage,2,No
26,M,2,0,0,1400,6,Road,3,Yes
21,F,4,4,3,1200,3,Garage,1,Yes
77,F,47,4,2,1400,4,Garage,11,Yes
46,M,6,0,1,1200,5,Garage,1,No
64,M,40,0,3,1400,4,Garage,1,No
78,F,52,0,3,1200,6,Garage,1,Yes
19,M,1,4,0,2000,5,Garage,3,Yes
41,M,6,0,2,1200,5,Garage,2,No
35,M,3,0,0,1200,4,Road,12,Yes
79,M,51,0,2,1400,6,Garage,1,No
57,F,39,0,1,1400,4,Garage,2,No
34,F,11,8,4,1800,4,Road,3,Yes
74,M,5,0,0,1400,3,Road,10,Yes
32,F,5,0,3,1200,4,Garage,3,No
32,F,2,0,0,1400,6,Road,12,No
61,F,35,0,0,1400,4,Garage,1,Yes
31,F,8,0,3,1400,7,Garage,15,No
35,M,9,0,2,1200,6,Garage,1,No
54,F,32,0,0,1200,5,Garage,1,No
58,M,13,0,4,1800,5,Garage,1,Yes
52,M,28,0,4,1400,4,Garage,1,No
77,M,45,0,0,1200,5,Garage,1,No
42,F,19,0,2,1200,4,Road,4,No
50,F,23,0,1,1200,6,Garage,1,No
70,M,44,0,0,1200,6,Garage,2,No
31,F,1,0,0,1200,5,Garage,19,No
31,M,6,0,3,1200,3,Garage,3,No
52,M,24,0,0,1200,4,Garage,1,No
55,F,7,0,1,1400,6,Road,1,Yes
47,M,8,0,3,1200,6,Garage,6,No
57,M,37,8,2,1400,4,Garage,5,Yes
70,M,51,0,4,1200,2,Garage,1,No
25,M,3,0,2,1200,5,Garage,13,No
69,F,30,8,2,1400,5,Garage,2,Yes
31,F,3,0,3,1400,2,Drive,3,No
77,F,41,0,3,1200,2,Garage,5,No
73,F,41,0,3,1400,4,Garage,3,Yes
73,F,49,0,2,1200,4,Road,6,Yes
53,M,12,0,2,1200,2,Drive,3,No
69,F,15,0,2,1200,4,Garage,2,Yes
32,F,8,0,4,1400,6,Garage,5,No
50,F,5,0,4,1200,4,Garage,3,No
60,M,25,0,3,1800,6,Drive,1,Yes
58,M,33,0,2,1200,5,Garage,3,No
41,F,18,0,4,1400,4,Garage,5,No
40,F,19,0,1,1200,6,Garage,8,No
28,F,1,0,2,1800,5,Garage,1,No
77,F,33,0,0,1600,4,Garage,14,Yes
80,M,48,0,1,1600,7,Road,4,Yes
56,M,35,0,4,1200,4,Drive,1,No
80,M,56,0,3,1600,7,Drive,2,Yes
45,F,14,0,3,1200,3,Garage,1,No
25,F,6,0,3,1200,3,Garage,1,No
61,M,13,0,0,2200,7,Road,1,Yes
31,F,4,0,1,1600,7,Garage,3,No
51,F,29,0,0,1800,7,Garage,11,No
18,F,1,0,1,1200,5,Garage,6,No
61,M,3,0,2,1200,2,Garage,1,No
34,F,10,0,2,1400,2,Garage,3,No
58,M,10,0,1,1400,6,Garage,3,No
42,F,8,0,0,1400,6,Garage,17,No
28,F,5,0,2,1400,4,Garage,9,No
38,F,9,0,4,1600,7,Drive,10,Yes
19,M,1,0,4,1200,2,Garage,12,Yes
27,F,4,0,0,1400,3,Garage,10,No
35,F,17,0,0,1200,6,Garage,2,No
70,F,1,8,0,1400,2,Drive,1,Yes
53,M,7,0,2,1400,4,Garage,4,No
71,M,2,0,2,1800,4,Garage,7,No
61,M,4,0,4,1200,6,Garage,2,No
35,M,8,0,4,1600,7,Garage,1,No
62,M,13,0,1,1400,4,Road,8,Yes
51,M,34,0,2,1400,4,Garage,1,No
25,F,8,8,3,1200,4,Garage,9,Yes
48,M,9,0,1,1200,2,Garage,12,No
63,M,13,0,0,1200,4,Drive,1,No
70,F,8,4,0,1200,3,Drive,9,Yes
19,F,2,4,3,1200,5,Road,8,Yes
29,F,9,0,1,1600,3,Garage,10,No
38,F,14,0,2,1200,4,Garage,4,No
52,F,19,0,1,1400,6,Garage,18,No
22,M,2,0,2,1600,5,Road,1,Yes
40,F,21,4,1,1200,3,Garage,11,Yes
67,F,41,0,4,1200,3,Drive,10,No
30,F,7,0,4,1400,6,Garage,10,No
35,M,4,0,0,1400,6,Garage,5,No
47,F,1,0,2,1400,5,Drive,1,No
28,F,7,0,3,1400,3,Garage,4,No
57,M,33,0,3,2000,6,Garage,3,Yes
42,F,16,0,0,1200,6,Road,7,Yes
44,M,1,0,0,1400,7,Garage,8,Yes
22,F,3,8,4,1400,2,Drive,1,Yes
23,M,4,8,1,2000,5,Garage,11,Yes
20,F,2,0,0,1200,3,Drive,5,No
53,M,21,0,3,1200,6,Road,16,Yes
32,F,9,0,1,1200,5,Road,7,No
58,F,13,0,4,1800,3,Garage,6,No
67,F,24,0,0,1200,3,Garage,1,No
40,F,4,4,3,1400,4,Garage,2,Yes
54,M,25,0,3,1200,5,Garage,3,No
22,F,1,0,1,1400,4,Garage,2,No
20,M,3,0,4,1200,6,Road,18,Yes
76,F,5,0,3,2200,5,Garage,2,Yes
22,F,5,0,1,1200,5,Garage,3,No
63,F,4,0,0,1400,3,Garage,11,No
44,F,3,0,4,1400,6,Garage,16,No
62,F,14,8,0,1200,4,Garage,2,Yes
52,F,4,8,2,1200,3,Garage,1,Yes
38,F,4,0,3,1200,4,Garage,13,No
51,F,13,0,0,1200,5,Garage,3,No
19,M,1,0,0,1200,5,Garage,6,Yes
59,F,2,0,2,1600,5,Garage,5,Yes
23,F,2,0,2,1200,3,Road,7,Yes
79,F,17,0,2,1200,2,Road,1,Yes
71,M,28,0,3,1600,4,Garage,5,No
53,M,9,0,3,1200,6,Garage,2,No
77,F,12,0,1,1200,4,Drive,2,Yes
47,F,16,0,0,1400,4,Road,14,Yes
68,M,8,0,1,1200,4,Garage,4,No
54,M,8,0,0,1400,5,Garage,2,No
64,M,22,0,4,1200,6,Road,18,Yes
20,F,2,8,3,1200,6,Garage,2,Yes
51,F,25,4,2,1600,4,Drive,4,Yes
73,F,24,0,0,1200,5,Garage,1,Yes
51,M,30,0,4,1400,4,Road,9,Yes
26,F,4,0,1,1200,3,Garage,1,No
47,F,3,8,0,1600,4,Garage,1,Yes
26,M,4,8,3,1200,4,Garage,17,Yes
57,F,25,0,0,1200,4,Garage,3,No
67,F,50,0,4,1200,4,Drive,1,Yes
41,M,2,0,3,1200,4,Garage,2,No
61,M,11,0,2,1600,3,Road,1,Yes
42,F,20,8,1,1200,5,Road,7,Yes
59,F,42,0,2,1200,6,Garage,4,No
76,F,24,0,0,1200,5,Garage,7,Yes
68,F,10,0,1,1200,4,Garage,2,Yes
36,M,16,0,0,1200,6,Garage,7,No
42,F,24,8,2,1600,5,Garage,2,Yes
74,F,31,0,1,1200,4,Drive,12,Yes
77,M,6,0,0,1400,5,Garage,11,Yes
45,F,24,0,2,1200,6,Drive,1,No
22,F,2,0,2,1600,6,Garage,11,Yes
32,M,1,0,0,1200,6,Garage,1,No
28,F,4,0,0,1400,3,Garage,15,No
56,M,26,0,4,1400,4,Road,1,Yes
36,F,3,8,4,1400,7,Garage,4,Yes
59,M,33,0,0,1200,5,Drive,10,Yes
25,F,4,0,4,1200,2,Road,13,No
79,F,53,0,2,1200,5,Garage,8,Yes
72,F,27,0,3,1200,6,Garage,1,Yes
34,M,11,0,0,1200,4,Garage,2,No
58,F,21,0,1,1200,4,Garage,9,No
73,F,49,0,3,1600,4,Garage,2,Yes
49,F,5,8,4,1400,6,Garage,8,Yes
60,M,3,0,2,1600,4,Garage,11,No
76,M,37,4,1,1400,2,Garage,10,Yes
37,F,9,0,1,1200,4,Garage,17,No
71,M,19,0,2,1600,3,Garage,2,No
39,F,8,0,3,1400,7,Garage,1,No
73,M,43,0,4,1400,5,Drive,2,No
35,F,15,0,3,1200,2,Garage,2,No
80,F,59,0,0,2200,6,Garage,1,Yes
79,F,49,0,3,1400,7,Garage,6,Yes
26,F,1,0,4,1600,4,Garage,2,No
33,M,8,0,3,1200,5,Garage,16,No
32,M,11,0,4,2000,5,Garage,2,No
28,F,6,0,3,1400,5,Garage,2,No
29,F,7,0,4,1200,6,Road,10,No
70,M,7,0,0,1200,5,Garage,1,No
31,F,5,4,2,1200,2,Drive,4,Yes
55,M,16,0,2,1200,3,Road,5,No
68,M,50,0,4,1400,6,Road,5,Yes
25,F,6,0,2,1400,2,Garage,6,No
63,M,36,0,0,1600,6,Garage,1,Yes
39,M,21,0,2,1200,6,Garage,14,No
70,M,39,0,0,1400,5,Garage,1,No
60,M,41,0,1,1400,5,Garage,1,No
60,M,36,0,3,1200,4,Road,4,Yes
73,F,20,0,4,1600,7,Garage,13,Yes
36,M,8,0,0,1600,5,Road,10,Yes
69,M,38,0,4,1200,6,Road,16,Yes
68,F,19,4,1,1200,4,Garage,2,Yes
55,F,27,0,1,1200,2,Garage,2,No
66,F,11,0,4,1200,3,Garage,14,No
65,F,19,0,3,1400,6,Garage,19,Yes
18,M,1,0,0,1200,5,Garage,10,Yes
67,F,26,0,0,1200,4,Garage,1,Yes
72,F,47,0,4,1600,7,Garage,1,Yes
79,M,4,0,2,1400,6,Garage,9,Yes
51,F,28,0,2,1600,6,Drive,6,Yes
55,M,24,0,1,1200,4,Road,2,Yes
51,M,4,0,4,1600,7,Garage,2,No
77,M,37,0,0,1200,2,Road,11,Yes
45,F,25,0,1,1200,6,Road,2,Yes
36,M,10,8,3,1200,2,Drive,1,Yes
20,M,3,0,1,1400,7,Garage,6,Yes
52,F,1,0,0,1200,6,Road,13,Yes
22,M,2,0,0,1200,4,Drive,6,Yes
19,M,2,0,0,1400,5,Drive,4,Yes
68,M,13,0,3,1200,3,Garage,2,No
77,F,20,0,3,1200,6,Garage,3,Yes
64,F,44,0,0,1600,4,Garage,13,Yes
58,F,34,8,3,1600,7,Garage,2,Yes
44,M,9,0,2,1200,6,Garage,4,No
48,M,7,0,4,1800,7,Garage,1,No
21,M,4,0,2,1400,4,Garage,2,Yes
63,F,46,4,0,1400,4,Garage,6,Yes
58,F,30,0,0,1200,6,Garage,14,No
54,F,18,0,1,1600,5,Garage,2,No
41,M,23,0,0,1200,2,Drive,1,No
50,M,11,0,0,1400,3,Road,1,No
45,M,1,0,4,1200,4,Garage,9,No
60,F,38,0,4,1600,5,Garage,18,Yes
61,F,11,8,2,1400,5,Garage,11,Yes
54,F,5,0,3,1400,6,Garage,15,No
46,F,9,0,4,1400,2,Garage,1,No
22,F,1,8,4,1200,6,Road,3,Yes
25,M,1,0,3,1400,6,Garage,1,No
39,M,20,0,4,1200,3,Garage,5,No
33,F,9,0,0,2200,4,Garage,1,No
69,F,29,0,2,1600,4,Garage,8,Yes
43,F,8,0,3,1200,5,Garage,2,No
43,M,8,0,1,1800,5,Garage,3,No
70,F,24,0,3,1400,5,Garage,20,Yes
19,M,1,0,3,1200,5,Road,2,Yes
40,M,22,0,4,1400,2,Garage,1,No
39,M,2,0,0,1200,4,Garage,1,No
49,F,11,0,3,1600,3,Drive,4,No
23,F,5,0,4,1200,6,Garage,7,Yes
51,M,11,0,4,1200,6,Drive,6,Yes
76,F,35,0,3,1400,6,Drive,19,Yes
56,M,24,0,4,1400,5,Garage,6,No
29,F,10,4,3,1200,3,Garage,2,Yes
37,F,16,0,3,1400,4,Garage,6,No
73,F,35,0,3,1800,4,Garage,3,Yes
24,F,2,0,0,1600,3,Garage,16,Yes
32,M,5,0,3,1200,6,Garage,17,No
20,F,3,4,3,1400,4,Garage,3,Yes
59,F,19,0,4,1400,4,Garage,1,No
44,F,10,0,2,1200,2,Road,1,No
47,M,1,0,3,1200,2,Road,5,No
75,M,53,0,3,1200,6,Garage,19,No
40,F,20,8,4,1200,2,Garage,1,Yes
58,M,41,4,1,1200,3,Road,5,Yes
35,M,10,0,1,1200,6,Garage,9,No
45,M,13,0,0,1200,3,Road,1,No
63,F,16,0,2,1200,6,Drive,5,Yes
62,F,45,0,2,1200,5,Drive,12,Yes
72,M,27,0,4,1200,6,Road,1,Yes
58,F,29,0,2,1600,5,Road,5,Yes
42,M,7,0,4,1400,3,Garage,6,No
21,F,4,8,1,1800,4,Garage,2,Yes
30,F,3,0,4,1600,6,Garage,14,No
22,M,1,0,1,1200,4,Garage,10,Yes
30,F,9,0,4,1400,3,Road,5,No
46,F,27,0,3,1200,6,Garage,1,No
28,M,1,0,3,1800,5,Garage,4,Yes
69,M,2,4,3,1600,3,Road,1,Yes
40,F,9,0,1,1400,6,Garage,1,No
31,M,14,0,0,1400,4,Garage,1,No
32,M,5,0,2,1200,3,Garage,9,No
50,M,26,0,0,1600,4,Garage,3,No
64,F,5,0,4,1600,6,Garage,14,Yes
70,M,43,0,2,1200,4,Garage,17,No
28,F,2,4,3,1200,2,Garage,3,Yes
43,M,11,0,1,1600,4,Road,4,Yes
70,M,50,0,4,1200,3,Garage,15,No
39,F,17,8,3,1800,6,Drive,1,Yes
36,M,2,0,3,1400,4,Road,3,No
18,M,1,4,3,1200,3,Garage,1,No
55,M,16,4,0,1200,2,Garage,1,Yes
64,F,24,8,2,1200,6,Road,7,Yes
45,M,22,0,2,1200,4,Drive,3,No
49,F,8,0,1,1400,6,Garage,3,No
21,M,3,0,1,1200,2,Garage,3,Yes
46,F,9,0,2,1600,4,Garage,1,No
43,F,7,0,4,1200,3,Garage,3,No
39,M,22,0,0,1600,3,Road,8,Yes
60,M,4,0,0,1600,5,Garage,4,No
72,F,48,8,0,1200,2,Garage,13,Yes
75,F,48,0,1,1400,7,Garage,13,Yes
24,F,4,0,0,1400,3,Road,16,Yes
55,F,7,0,2,1600,3,Road,3,Yes
25,F,3,0,1,1400,6,Drive,1,No
80,M,58,0,0,1400,4,Garage,4,Yes
62,M,19,0,1,1200,4,Road,1,Yes
25,M,4,0,0,1200,2,Garage,7,No
27,M,9,0,0,1200,6,Garage,13,No
50,M,11,0,4,1200,2,Garage,2,No
35,M,13,0,0,1400,3,Garage,3,No
34,F,13,0,1,1200,4,Garage,1,No
79,M,39,0,1,1200,5,Garage,1,No
37,M,10,0,0,1400,6,Garage,1,No
30,M,8,0,0,1200,6,Garage,10,No
74,M,4,0,4,1400,2,Road,12,Yes
33,F,12,0,2,1200,4,Garage,6,No
45,M,14,0,4,1400,4,Road,1,Yes
57,F,25,0,1,1200,3,Road,1,No
32,M,11,0,2,1200,5,Garage,4,No
20,F,3,0,1,1200,2,Road,9,No
36,M,11,0,3,1400,5,Garage,19,No
47,F,8,0,1,1600,4,Garage,2,No
66,F,3,0,4,2000,4,Garage,3,Yes
52,F,32,0,2,1200,3,Garage,17,No
61,F,24,8,0,1200,4,Garage,9,Yes
24,M,7,4,4,1400,4,Road,2,Yes
28,M,6,0,3,1400,4,Garage,7,No
73,M,9,0,3,1200,4,Drive,12,Yes
71,F,54,0,4,1600,6,Drive,5,Yes
38,F,16,0,0,1400,3,Road,4,No
66,M,4,0,4,1200,5,Road,1,Yes
32,M,4,0,4,1600,6,Garage,1,No
47,F,7,4,4,1800,5,Garage,1,Yes
54,M,16,0,1,1200,5,Garage,5,No
65,F,32,0,2,1200,4,Garage,2,No
67,F,18,0,4,1200,5,Garage,11,No
50,M,5,8,1,1200,3,Road,1,Yes
24,M,2,0,1,1400,6,Drive,1,Yes
39,F,14,0,3,1400,4,Road,15,Yes
38,M,10,0,4,1600,4,Road,1,Yes
45,M,28,0,3,1400,5,Garage,15,No
51,F,29,8,4,1400,2,Road,2,Yes
54,M,16,0,1,1800,4,Drive,4,Yes
56,F,36,0,1,1400,6,Garage,10,Yes
40,M,12,8,3,1400,3,Garage,7,Yes
27,M,9,0,4,1400,7,Road,2,Yes
35,F,7,0,2,1400,3,Garage,1,No
31,M,2,0,1,1400,3,Road,5,Yes
44,M,24,4,3,1200,6,Garage,1,Yes
68,F,16,0,2,1600,3,Garage,1,No
58,M,5,8,1,1400,4,Garage,10,Yes
55,F,12,0,4,1200,6,Garage,8,No
65,F,26,0,0,1200,3,Drive,8,Yes
33,M,2,0,2,1800,7,Garage,12,Yes
55,F,20,4,1,1400,5,Road,5,Yes
56,F,32,0,0,1200,5,Garage,2,No
63,M,1,0,3,1400,3,Drive,3,No
40,M,18,0,4,1600,5,Road,1,Yes
35,F,15,0,0,1400,4,Garage,3,No
76,M,34,0,3,1200,6,Road,6,Yes
30,M,10,0,4,1200,3,Road,3,No
36,M,6,0,2,1400,4,Road,1,Yes
73,F,16,0,4,1200,2,Drive,13,Yes
78,F,49,0,0,1200,4,Garage,8,Yes
69,M,24,0,4,1200,3,Garage,1,No
74,M,19,0,0,1200,4,Garage,1,No
44,M,1,0,3,1200,5,Road,3,No
55,F,15,0,4,1400,4,Garage,1,No
53,M,15,0,0,1400,3,Garage,1,No
24,F,6,0,3,1200,5,Road,1,Yes
72,F,8,0,4,1400,5,Garage,1,Yes
42,M,11,0,4,1400,4,Drive,18,Yes
70,F,12,0,4,1200,2,Garage,3,Yes
71,F,23,0,3,1400,6,Garage,2,Yes
36,F,8,0,3,1400,4,Garage,4,No
60,F,4,0,3,1200,5,Road,2,Yes
18,M,1,0,2,1200,5,Garage,1,No
29,F,5,0,2,1200,4,Garage,10,No
61,M,23,0,4,1800,4,Garage,1,Yes
69,F,9,4,2,1600,6,Garage,2,Yes
69,M,6,0,0,1200,2,Garage,18,No
61,F,19,0,0,1800,6,Drive,18,Yes
57,F,4,0,4,1200,4,Road,7,Yes
61,M,20,0,2,1200,5,Garage,11,No
38,M,14,0,0,1200,6,Road,1,Yes
75,M,13,0,0,1200,6,Road,2,Yes
79,F,39,0,2,1400,5,Garage,3,Yes
74,M,34,0,3,1200,6,Garage,4,No
28,M,11,0,4,1200,3,Road,7,No
39,M,2,0,1,1200,6,Garage,3,No
40,F,8,0,3,1400,7,Garage,2,No
73,M,39,0,0,1200,2,Garage,14,No
68,M,34,0,0,1200,5,Garage,7,No
40,F,16,4,0,1200,5,Garage,13,Yes
20,M,3,0,1,1200,4,Drive,7,Yes
52,F,23,0,1,1200,5,Drive,1,No
32,M,15,0,3,1200,4,Garage,2,No
49,F,14,0,3,1200,6,Garage,5,No
25,F,4,0,1,1400,6,Drive,9,No
36,M,17,0,4,1600,2,Garage,2,No
43,F,7,0,3,1400,3,Road,12,Yes
33,F,3,0,2,1200,2,Garage,1,No
75,M,34,0,1,1200,6,Road,5,Yes
49,M,8,8,2,1200,3,Garage,5,Yes
38,M,17,0,4,1200,5,Road,4,Yes
75,F,5,0,0,1400,3,Garage,3,Yes
35,M,13,0,1,1200,2,Road,5,No
73,M,53,0,1,1400,3,Drive,15,Yes
79,M,24,8,1,1200,3,Garage,2,Yes
67,M,25,8,1,1400,3,Drive,5,Yes
62,F,15,0,1,1200,6,Road,6,Yes
55,F,34,0,2,1600,3,Drive,4,No
65,F,32,0,3,1600,3,Road,1,Yes
71,F,40,0,3,1200,6,Garage,9,Yes
59,F,6,0,2,1600,5,Garage,2,Yes
46,F,1,0,2,1600,4,Garage,19,No
22,F,1,8,2,2200,8,Garage,4,Yes
61,M,25,0,4,1200,6,Garage,14,No
41,M,21,0,4,1200,5,Garage,5,No
67,M,37,8,2,1800,6,Drive,4,Yes
33,M,5,0,1,1400,4,Garage,6,No
50,F,2,0,3,1400,3,Garage,19,No
62,M,2,0,2,1200,5,Garage,2,No
78,F,26,0,2,1400,4,Garage,5,Yes
40,M,5,0,4,1400,6,Road,1,Yes
45,F,4,4,1,1400,4,Garage,1,Yes
43,F,4,4,1,1200,2,Garage,10,Yes
42,M,11,0,0,1200,2,Garage,6,No
79,F,43,0,0,1200,5,Drive,11,Yes
31,F,9,0,2,1200,5,Garage,3,No
20,F,1,0,4,1400,3,Road,13,Yes
22,M,3,0,4,1200,5,Garage,2,Yes
72,M,15,4,0,1200,2,Garage,1,Yes
29,M,1,0,1,1200,6,Road,10,Yes
61,M,37,0,0,1800,3,Garage,7,No
64,M,45,0,3,1200,6,Garage,4,No
52,M,21,4,0,1600,2,Road,3,Yes
74,M,52,0,4,1600,5,Road,12,Yes
22,F,2,0,2,1200,4,Road,2,Yes
76,F,20,0,2,1400,7,Garage,3,Yes
20,F,1,0,0,1200,6,Garage,2,No
63,M,25,4,1,1600,7,Road,7,Yes
64,M,46,0,2,1400,5,Garage,10,No
59,F,15,0,1,1600,2,Garage,9,Yes
62,F,17,0,1,2200,4,Garage,4,Yes
68,F,32,4,2,1400,5,Road,4,Yes
65,M,4,0,2,1400,3,Drive,9,Yes
70,M,9,8,2,1400,5,Road,2,Yes
31,M,7,0,3,1200,4,Garage,11,No
58,F,35,0,0,1400,3,Road,2,Yes
79,F,47,0,2,1400,3,Road,1,Yes
58,F,36,0,2,1600,6,Road,7,Yes
51,F,1,0,4,1400,2,Garage,6,No
45,F,27,0,3,1200,3,Garage,5,No
73,M,17,0,4,1400,3,Garage,14,Yes
27,M,4,0,1,1600,3,Garage,5,No
38,F,10,0,4,1400,6,Road,1,Yes
80,M,8,8,3,2000,6,Garage,2,Yes
35,F,3,0,3,1200,6,Road,1,No
24,M,1,0,3,1600,4,Road,5,Yes
31,M,11,0,0,1400,5,Road,10,Yes
74,F,29,4,3,1200,5,Garage,16,Yes
61,M,14,0,1,1400,5,Garage,2,No
48,F,14,0,2,1600,5,Drive,1,Yes
72,F,55,0,4,1200,5,Garage,1,Yes
31,F,5,0,1,2000,4,Garage,1,No
55,F,27,0,0,1400,3,Road,5,Yes
66,M,11,0,2,1800,6,Garage,2,No
37,F,13,0,1,1200,2,Garage,19,No
25,M,4,4,0,1200,6,Road,1,Yes
55,F,28,0,2,1200,2,Garage,1,No
56,F,26,4,1,1200,3,Garage,9,Yes
41,M,11,0,3,1600,2,Road,16,Yes
18,M,1,0,0,1600,5,Garage,5,Yes
45,F,7,0,4,1200,2,Garage,2,No
20,M,1,0,4,1200,6,Garage,8,Yes
37,M,1,0,0,1200,6,Garage,1,No
71,M,19,0,3,1200,3,Road,4,No
28,M,10,0,4,1400,5,Road,1,No
39,F,12,0,2,1400,4,Garage,3,No
35,M,1,0,4,1400,6,Garage,1,No
70,F,42,0,3,1200,4,Garage,10,No
58,F,16,0,3,1200,4,Road,3,Yes
51,F,33,0,3,1200,3,Garage,1,No
